route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,peak_offpeak
4,246095924609595,246095924609595+1785807+1,New Canaan,1770,0,,19,1,1
5,246095924609595,246095924609595+1785867+1,Grand Central,1811,1,,10,1,1
5,246095924609595,246095924609595+1785878+1,Grand Central,1819,1,,10,1,1
5,246095924609595,246095924609595+1785890+1,Grand Central,1831,1,,10,1,1
5,246095924609595,246095924609595+1785910+1,Danbury,1848,0,,21,1,1
5,246095924609595,246095924609595+1785923+1,Danbury,1860,0,,21,1,1
5,246095924609595,246095924609595+1785936+1,Danbury,1868,0,,21,1,1
5,246095924609595,246095924609595+1785952+0,Danbury,1882,0,,21,1,0
2,246095924609595,246095924609595+1786644+1,Grand Central,306,1,,3,1,1
2,246095924609595,246095924609595+1786659+1,North White Plains,309,0,,14,1,1
2,246095924609595,246095924609595+1786677+1,Grand Central,312,1,,3,1,1
2,246095924609595,246095924609595+1786690+1,Grand Central,314,1,,3,1,1
2,246095924609595,246095924609595+1786695+1,Grand Central,316,1,,3,1,1
2,246095924609595,246095924609595+1786713+1,Grand Central,324,1,,3,1,1
2,246095924609595,246095924609595+1786723+1,Grand Central,328,1,,3,1,1
2,246095924609595,246095924609595+1786727+1,Grand Central,330,1,,3,1,1
3,246095924609595,246095924609595+1786779+1,Grand Central,3419,1,,5,1,1
2,246095924609595,246095924609595+1786786+0,North White Plains,343,0,,14,1,0
2,246095924609595,246095924609595+1786798+0,North White Plains,345,0,,14,1,0
2,246095924609595,246095924609595+1786804+1,North White Plains,349,0,,14,1,1
3,246095924609595,246095924609595+1786831+1,Grand Central,3511,1,,5,1,1
3,246095924609595,246095924609595+1786857+1,Grand Central,3537,1,,5,1,1
3,246095924609595,246095924609595+1786862+0,New Haven,3538,0,,16,1,0
3,246095924609595,246095924609595+1786865+1,Grand Central,3539,1,,5,1,1
3,246095924609595,246095924609595+1786871+0,Grand Central,3541,1,,5,1,0
3,246095924609595,246095924609595+1786874+1,New Haven,3542,0,,16,1,1
3,246095924609595,246095924609595+1786879+1,New Haven,3546,0,,16,1,1
3,246095924609595,246095924609595+1786908+0,Grand Central,3581,1,,5,1,0
2,246095924609595,246095924609595+1786911+1,North White Plains,359,0,,14,1,1
2,246095924609595,246095924609595+1786918+1,Crestwood,361,0,,14,1,1
2,246095924609595,246095924609595+1786930+1,Crestwood,365,0,,14,1,1
2,246095924609595,246095924609595+1786935+0,Grand Central,366,1,,3,1,0
2,246095924609595,246095924609595+1786964+1,North White Plains,373,0,,14,1,1
1,246095924609595,246095924609595+1787003+1,Grand Central,426,1,,1,1,1
1,246095924609595,246095924609595+1787015+1,Grand Central,434,1,,1,1,1
1,246095924609595,246095924609595+1787022+1,Grand Central,436,1,,1,1,1
1,246095924609595,246095924609595+1787029+1,Grand Central,440,1,,1,1,1
1,246095924609595,246095924609595+1787034+0,Greystone,443,0,,12,1,0
2,246095924609595,246095924609595+1787059+1,Grand Central,4524,1,,3,1,1
2,246095924609595,246095924609595+1787073+1,North White Plains,4551,0,,14,1,1
2,246095924609595,246095924609595+1787097+1,Grand Central,4608,1,,3,1,1
1,246095924609595,246095924609595+1787105+1,Greystone,461,0,,12,1,1
2,246095924609595,246095924609595+1787138+0,Grand Central,4644,1,,3,1,0
1,246095924609595,246095924609595+1787147+1,Greystone,465,0,,12,1,1
1,246095924609595,246095924609595+1787168+1,Greystone,469,0,,12,1,1
1,246095924609595,246095924609595+1787184+1,Grand Central,4720,1,,1,1,1
1,246095924609595,246095924609595+1787200+0,Grand Central,4744,1,,1,1,0
1,246095924609595,246095924609595+1787207+1,Croton-Harmon,4761,0,,12,1,1
1,246095924609595,246095924609595+1787244+0,Greystone,483,0,,12,1,0
1,246095924609595,246095924609595+1787251+0,Poughkeepsie,4835,0,,12,1,0
2,246095924609595,246095924609595+1787292+0,Grand Central,500,1,,3,1,0
2,246095924609595,246095924609595+1787327+1,Grand Central,502,1,,3,1,1
2,246095924609595,246095924609595+1787334+1,North White Plains,503,0,,14,1,1
2,246095924609595,246095924609595+1787339+1,Grand Central,504,1,,3,1,1
2,246095924609595,246095924609595+1787344+1,North White Plains,505,0,,14,1,1
2,246095924609595,246095924609595+1787348+1,Grand Central,506,1,,3,1,1
2,246095924609595,246095924609595+1787354+1,North White Plains,507,0,,14,1,1
2,246095924609595,246095924609595+1787359+1,Grand Central,508,1,,3,1,1
2,246095924609595,246095924609595+1787369+1,North White Plains,511,0,,14,1,1
2,246095924609595,246095924609595+1787378+1,Grand Central,512,1,,3,1,1
2,246095924609595,246095924609595+1787389+1,North White Plains,513,0,,14,1,1
2,246095924609595,246095924609595+1787395+1,Grand Central,514,1,,3,1,1
2,246095924609595,246095924609595+1787404+1,North White Plains,515,0,,14,1,1
2,246095924609595,246095924609595+1787419+0,North White Plains,517,0,,14,1,0
2,246095924609595,246095924609595+1787435+0,North White Plains,519,0,,14,1,0
2,246095924609595,246095924609595+1787441+1,Grand Central,520,1,,3,1,1
2,246095924609595,246095924609595+1787483+0,North White Plains,525,0,,14,1,0
2,246095924609595,246095924609595+1787513+1,Grand Central,528,1,,3,1,1
2,246095924609595,246095924609595+1787552+0,North White Plains,533,0,,14,1,0
2,246095924609595,246095924609595+1787617+0,North White Plains,541,0,,14,1,0
2,246095924609595,246095924609595+1787623+0,North White Plains,543,0,,14,1,0
2,246095924609595,246095924609595+1787629+0,Grand Central,544,1,,3,1,0
2,246095924609595,246095924609595+1787634+0,North White Plains,545,0,,14,1,0
2,246095924609595,246095924609595+1787642+1,North White Plains,547,0,,14,1,1
2,246095924609595,246095924609595+1787651+0,Grand Central,548,1,,3,1,0
2,246095924609595,246095924609595+1787661+0,Grand Central,552,1,,3,1,0
2,246095924609595,246095924609595+1787672+0,Grand Central,554,1,,3,1,0
2,246095924609595,246095924609595+1787702+1,North White Plains,557,0,,14,1,1
2,246095924609595,246095924609595+1787713+0,Grand Central,558,1,,3,1,0
2,246095924609595,246095924609595+1787728+0,Grand Central,560,1,,3,1,0
2,246095924609595,246095924609595+1787771+1,North White Plains,565,0,,14,1,1
2,246095924609595,246095924609595+1787793+0,Grand Central,568,1,,3,1,0
2,246095924609595,246095924609595+1787826+0,Grand Central,572,1,,3,1,0
2,246095924609595,246095924609595+1787887+0,Grand Central,578,1,,3,1,0
2,246095924609595,246095924609595+1787904+0,Grand Central,580,1,,3,1,0
2,246095924609595,246095924609595+1787918+0,North White Plains,583,0,,14,1,0
2,246095924609595,246095924609595+1787924+0,Grand Central,584,1,,3,1,0
2,246095924609595,246095924609595+1787953+0,North White Plains,589,0,,14,1,0
2,246095924609595,246095924609595+1787973+0,North White Plains,593,0,,14,1,0
2,246095924609595,246095924609595+1787981+0,Grand Central,596,1,,3,1,0
2,246095924609595,246095924609595+1787996+0,Grand Central,600,1,,3,1,0
2,246095924609595,246095924609595+1788001+1,Southeast,601,0,,14,1,1
2,246095924609595,246095924609595+1788006+0,Grand Central,602,1,,3,1,0
2,246095924609595,246095924609595+1788011+1,Southeast,603,0,,14,1,1
2,246095924609595,246095924609595+1788016+1,Grand Central,604,1,,3,1,1
2,246095924609595,246095924609595+1788022+1,Southeast,605,0,,14,1,1
2,246095924609595,246095924609595+1788027+1,Grand Central,606,1,,3,1,1
2,246095924609595,246095924609595+1788033+1,Southeast,607,0,,14,1,1
2,246095924609595,246095924609595+1788038+1,Grand Central,608,1,,3,1,1
2,246095924609595,246095924609595+1788045+1,Southeast,609,0,,14,1,1
2,246095924609595,246095924609595+1788051+1,Grand Central,610,1,,3,1,1
2,246095924609595,246095924609595+1788057+1,Southeast,611,0,,14,1,1
2,246095924609595,246095924609595+1788066+1,Grand Central,614,1,,3,1,1
2,246095924609595,246095924609595+1788072+0,Southeast,615,0,,14,1,0
2,246095924609595,246095924609595+1788076+1,Grand Central,616,1,,3,1,1
2,246095924609595,246095924609595+1788080+0,Southeast,617,0,,14,1,0
2,246095924609595,246095924609595+1788086+1,Grand Central,618,1,,3,1,1
2,246095924609595,246095924609595+1788091+1,Grand Central,620,1,,3,1,1
2,246095924609595,246095924609595+1788102+1,Grand Central,622,1,,3,1,1
2,246095924609595,246095924609595+1788107+1,Grand Central,624,1,,3,1,1
2,246095924609595,246095924609595+1788112+0,Southeast,625,0,,14,1,0
2,246095924609595,246095924609595+1788197+1,Grand Central,632,1,,3,1,1
2,246095924609595,246095924609595+1788285+1,Grand Central,634,1,,3,1,1
2,246095924609595,246095924609595+1788422+0,Grand Central,638,1,,3,1,0
2,246095924609595,246095924609595+1788440+0,Southeast,641,0,,14,1,0
2,246095924609595,246095924609595+1788459+1,Southeast,645,0,,14,1,1
2,246095924609595,246095924609595+1788464+1,Mt Kisco,647,0,,14,1,1
2,246095924609595,246095924609595+1788469+0,Grand Central,648,1,,3,1,0
2,246095924609595,246095924609595+1788548+0,Grand Central,652,1,,3,1,0
2,246095924609595,246095924609595+1788592+1,Mt Kisco,653,0,,14,1,1
2,246095924609595,246095924609595+1788780+1,Southeast,659,0,,14,1,1
2,246095924609595,246095924609595+1788790+0,Grand Central,660,1,,3,1,0
2,246095924609595,246095924609595+1788796+1,Mt Kisco,661,0,,14,1,1
2,246095924609595,246095924609595+1788801+0,Grand Central,662,1,,3,1,0
2,246095924609595,246095924609595+1788807+1,Brewster,663,0,,14,1,1
2,246095924609595,246095924609595+1788812+0,Grand Central,664,1,,3,1,0
2,246095924609595,246095924609595+1788826+0,Grand Central,668,1,,3,1,0
2,246095924609595,246095924609595+1788832+1,Mt Kisco,669,0,,14,1,1
2,246095924609595,246095924609595+1788837+0,Grand Central,670,1,,3,1,0
2,246095924609595,246095924609595+1788976+0,Grand Central,676,1,,3,1,0
2,246095924609595,246095924609595+1789027+0,Grand Central,680,1,,3,1,0
2,246095924609595,246095924609595+1789032+0,Southeast,681,0,,14,1,0
2,246095924609595,246095924609595+1789079+0,Southeast,685,0,,14,1,0
2,246095924609595,246095924609595+1789127+0,Grand Central,692,1,,3,1,0
2,246095924609595,246095924609595+1789188+0,Southeast,699,0,,14,1,0
1,246095924609595,246095924609595+1789194+0,Grand Central,700,1,,1,1,0
1,246095924609595,246095924609595+1789213+1,Grand Central,704,1,,1,1,1
1,246095924609595,246095924609595+1789218+1,Croton-Harmon,705,0,,12,1,1
1,246095924609595,246095924609595+1789226+1,Croton-Harmon,707,0,,12,1,1
1,246095924609595,246095924609595+1789250+1,Croton-Harmon,713,0,,12,1,1
1,246095924609595,246095924609595+1789257+1,Grand Central,714,1,,1,1,1
1,246095924609595,246095924609595+1789262+1,Croton-Harmon,715,0,,12,1,1
1,246095924609595,246095924609595+1789266+1,Grand Central,716,1,,1,1,1
1,246095924609595,246095924609595+1789271+0,Croton-Harmon,717,0,,12,1,0
1,246095924609595,246095924609595+1789278+0,Croton-Harmon,719,0,,12,1,0
1,246095924609595,246095924609595+1789284+0,Croton-Harmon,721,0,,12,1,0
1,246095924609595,246095924609595+1789293+0,Croton-Harmon,725,0,,12,1,0
1,246095924609595,246095924609595+1789298+1,Grand Central,728,1,,1,1,1
1,246095924609595,246095924609595+1789302+0,Croton-Harmon,729,0,,12,1,0
1,246095924609595,246095924609595+1789308+1,Grand Central,732,1,,1,1,1
1,246095924609595,246095924609595+1789312+0,Croton-Harmon,733,0,,12,1,0
1,246095924609595,246095924609595+1789317+1,Grand Central,734,1,,1,1,1
1,246095924609595,246095924609595+1789322+1,Grand Central,736,1,,1,1,1
1,246095924609595,246095924609595+1789327+0,Croton-Harmon,737,0,,12,1,0
1,246095924609595,246095924609595+1789332+1,Grand Central,738,1,,1,1,1
1,246095924609595,246095924609595+1789337+0,Croton-Harmon,739,0,,12,1,0
1,246095924609595,246095924609595+1789342+1,Grand Central,740,1,,1,1,1
1,246095924609595,246095924609595+1789351+1,Grand Central,742,1,,1,1,1
1,246095924609595,246095924609595+1789356+0,Grand Central,744,1,,1,1,0
1,246095924609595,246095924609595+1789360+1,Croton-Harmon,745,0,,12,1,1
1,246095924609595,246095924609595+1789366+0,Grand Central,746,1,,1,1,0
1,246095924609595,246095924609595+1789371+1,Croton-Harmon,747,0,,12,1,1
1,246095924609595,246095924609595+1789377+1,Croton-Harmon,749,0,,12,1,1
1,246095924609595,246095924609595+1789382+0,Grand Central,750,1,,1,1,0
1,246095924609595,246095924609595+1789387+1,Croton-Harmon,753,0,,12,1,1
1,246095924609595,246095924609595+1789397+1,Croton-Harmon,755,0,,12,1,1
1,246095924609595,246095924609595+1789418+0,Grand Central,762,1,,1,1,0
1,246095924609595,246095924609595+1789422+0,Grand Central,764,1,,1,1,0
1,246095924609595,246095924609595+1789427+1,Croton-Harmon,765,0,,12,1,1
1,246095924609595,246095924609595+1789433+0,Grand Central,766,1,,1,1,0
1,246095924609595,246095924609595+1789452+0,Grand Central,770,1,,1,1,0
1,246095924609595,246095924609595+1789457+1,Croton-Harmon,771,0,,12,1,1
1,246095924609595,246095924609595+1789487+0,Grand Central,780,1,,1,1,0
1,246095924609595,246095924609595+1789506+0,Croton-Harmon,785,0,,12,1,0
1,246095924609595,246095924609595+1789514+0,Croton-Harmon,787,0,,12,1,0
1,246095924609595,246095924609595+1789521+0,Croton-Harmon,789,0,,12,1,0
1,246095924609595,246095924609595+1789530+0,Croton-Harmon,791,0,,12,1,0
1,246095924609595,246095924609595+1789536+0,Grand Central,792,1,,1,1,0
1,246095924609595,246095924609595+1789544+0,Grand Central,794,1,,1,1,0
1,246095924609595,246095924609595+1789548+0,Croton-Harmon,795,0,,12,1,0
1,246095924609595,246095924609595+1789553+0,Grand Central,796,1,,1,1,0
1,246095924609595,246095924609595+1789557+0,Croton-Harmon,797,0,,12,1,0
1,246095924609595,246095924609595+1789563+0,Croton-Harmon,799,0,,12,1,0
1,246095924609595,246095924609595+1789568+0,Grand Central,802,1,,1,1,0
1,246095924609595,246095924609595+1789574+1,Poughkeepsie,803,0,,12,1,1
1,246095924609595,246095924609595+1789586+1,Poughkeepsie,807,0,,12,1,1
1,246095924609595,246095924609595+1789591+1,Poughkeepsie,809,0,,12,1,1
1,246095924609595,246095924609595+1789596+1,Grand Central,810,1,,1,1,1
1,246095924609595,246095924609595+1789603+1,Poughkeepsie,813,0,,12,1,1
1,246095924609595,246095924609595+1789608+1,Grand Central,814,1,,1,1,1
1,246095924609595,246095924609595+1789615+1,Grand Central,816,1,,1,1,1
1,246095924609595,246095924609595+1789621+0,Poughkeepsie,817,0,,12,1,0
1,246095924609595,246095924609595+1789626+1,Grand Central,818,1,,1,1,1
1,246095924609595,246095924609595+1789644+1,Grand Central,830,1,,1,1,1
1,246095924609595,246095924609595+1789654+0,Poughkeepsie,833,0,,12,1,0
1,246095924609595,246095924609595+1789659+1,Grand Central,834,1,,1,1,1
1,246095924609595,246095924609595+1789671+1,Grand Central,838,1,,1,1,1
1,246095924609595,246095924609595+1789682+1,Grand Central,840,1,,1,1,1
1,246095924609595,246095924609595+1789688+0,Poughkeepsie,841,0,,12,1,0
1,246095924609595,246095924609595+1789702+0,Grand Central,844,1,,1,1,0
1,246095924609595,246095924609595+1789718+1,Poughkeepsie,849,0,,12,1,1
1,246095924609595,246095924609595+1789728+1,Beacon,851,0,,12,1,1
1,246095924609595,246095924609595+1789733+1,Poughkeepsie,853,0,,12,1,1
1,246095924609595,246095924609595+1789738+0,Grand Central,854,1,,1,1,0
1,246095924609595,246095924609595+1789744+1,Poughkeepsie,855,0,,12,1,1
1,246095924609595,246095924609595+1789749+1,Poughkeepsie,857,0,,12,1,1
1,246095924609595,246095924609595+1789754+0,Grand Central,858,1,,1,1,0
1,246095924609595,246095924609595+1789760+0,Grand Central,862,1,,1,1,0
1,246095924609595,246095924609595+1789768+1,Poughkeepsie,865,0,,12,1,1
1,246095924609595,246095924609595+1789779+1,Poughkeepsie,869,0,,12,1,1
1,246095924609595,246095924609595+1789784+0,Grand Central,870,1,,1,1,0
1,246095924609595,246095924609595+1789932+0,Grand Central,874,1,,1,1,0
1,246095924609595,246095924609595+1790063+1,Poughkeepsie,877,0,,12,1,1
1,246095924609595,246095924609595+1790097+0,Grand Central,880,1,,1,1,0
1,246095924609595,246095924609595+1790257+0,Grand Central,886,1,,1,1,0
1,246095924609595,246095924609595+1790283+0,Poughkeepsie,887,0,,12,1,0
1,246095924609595,246095924609595+1790316+0,Grand Central,892,1,,1,1,0
1,246095924609595,246095924609595+1790325+0,Poughkeepsie,895,0,,12,1,0
1,246095924609595,246095924609595+1790333+0,Poughkeepsie,897,0,,12,1,0
2,246095924609595,246095924609595+1790353+1,Grand Central,920,1,,3,1,1
2,246095924609595,246095924609595+1790485+0,Wassaic,943,0,,14,1,0
2,246095924609595,246095924609595+1790550+1,Wassaic,953,0,,14,1,1
6,246095924609595,246095924609595+1791188+0,Waterbury (Bus),B1456,0,,48,0,0
6,246095924609595,246095924609595+1791189+0,Waterbury (Bus),B1538,0,,48,0,0
3,246095924610015,246095924610015+1784785+1,Grand Central,1221,1,,5,1,1
3,246095924610015,246095924610015+1784789+1,Grand Central,1225,1,,5,1,1
3,246095924610015,246095924610015+1784793+1,Grand Central,1229,1,,5,1,1
3,246095924610015,246095924610015+1784806+1,Grand Central,1237,1,,5,1,1
3,246095924610015,246095924610015+1784818+1,Harrison,1244,0,,16,1,1
3,246095924610015,246095924610015+1784831+1,New Rochelle,1256,0,,16,1,1
3,246095924610015,246095924610015+1784853+1,Harrison,1274,0,,16,1,1
3,246095924610015,246095924610015+1784856+0,Grand Central,1275,1,,5,1,0
3,246095924610015,246095924610015+1784860+0,Grand Central,1279,1,,5,1,0
3,246095924610015,246095924610015+1784867+0,Stamford,1300,0,,16,1,0
3,246095924610015,246095924610015+1784881+1,Grand Central,1303,1,,5,1,1
3,246095924610015,246095924610015+1784892+0,Greenwich,1306,0,,16,1,0
3,246095924610015,246095924610015+1784910+1,Greenwich,1310,0,,16,1,1
3,246095924610015,246095924610015+1784984+1,Grand Central,1327,1,,5,1,1
3,246095924610015,246095924610015+1785003+0,Stamford,1332,0,,16,1,0
3,246095924610015,246095924610015+1785013+0,Stamford,1334,0,,16,1,0
3,246095924610015,246095924610015+1785035+0,Grand Central,1339,1,,5,1,0
3,246095924610015,246095924610015+1785039+0,Stamford,1340,0,,16,1,0
3,246095924610015,246095924610015+1785064+0,Grand Central,1349,1,,5,1,0
3,246095924610015,246095924610015+1785068+0,Grand Central,1351,1,,5,1,0
3,246095924610015,246095924610015+1785071+1,Stamford,1352,0,,16,1,1
3,246095924610015,246095924610015+1785075+0,Grand Central,1353,1,,5,1,0
3,246095924610015,246095924610015+1785078+0,Grand Central,1355,1,,5,1,0
3,246095924610015,246095924610015+1785081+0,Grand Central,1357,1,,5,1,0
3,246095924610015,246095924610015+1785091+0,Grand Central,1359,1,,5,1,0
3,246095924610015,246095924610015+1785095+1,Stamford,1360,0,,16,1,1
3,246095924610015,246095924610015+1785101+0,Grand Central,1361,1,,5,1,0
3,246095924610015,246095924610015+1785105+1,Old Greenwich,1362,0,,16,1,1
3,246095924610015,246095924610015+1785109+0,Grand Central,1363,1,,5,1,0
3,246095924610015,246095924610015+1785112+0,Grand Central,1365,1,,5,1,0
